Code	Name	Monthly	From	To	Subject
180680	ייצור תרופות לבני אדם ולשימוש וטרינרי	true	1983-01-16	2026-04-27	"מדד המחירים הסיטוניים של תפוקת התעשייה ליעדים מקומיים (כולל מע""מ), לפי ענף ראשי מקובץ, במתכונת ""הסיווג האחיד של ענפי הכלכלה - 2011"""
180720	ייצור מוצרי גומי ופלסטיק	true	1995-01-16	2026-04-27	"מדד המחירים הסיטוניים של תפוקת התעשייה ליעדים מקומיים (כולל מע""מ), לפי ענף ראשי מקובץ, במתכונת ""הסיווג האחיד של ענפי הכלכלה - 2011"""
180810	ייצור מוצרים על בסיס מינרלים אל-מתכתיים	true	1983-01-16	2026-04-27	"מדד המחירים הסיטוניים של תפוקת התעשייה ליעדים מקומיים (כולל מע""מ), לפי ענף ראשי מקובץ, במתכונת ""הסיווג האחיד של ענפי הכלכלה - 2011"""
180880	תעשיית מתכות בסיסיות	true	1983-01-16	2026-04-27	"מדד המחירים הסיטוניים של תפוקת התעשייה ליעדים מקומיים (כולל מע""מ), לפי ענף ראשי מקובץ, במתכונת ""הסיווג האחיד של ענפי הכלכלה - 2011"""
180940	ייצור מוצרי מתכת	true	1995-01-16	2026-04-27	"מדד המחירים הסיטוניים של תפוקת התעשייה ליעדים מקומיים (כולל מע""מ), לפי ענף ראשי מקובץ, במתכונת ""הסיווג האחיד של ענפי הכלכלה - 2011"""
181153	ייצור מחשבים, מכשור אלקטרוני ואופטי	true	2013-01-16	2026-04-27	"מדד המחירים הסיטוניים של תפוקת התעשייה ליעדים מקומיים (כולל מע""מ), לפי ענף ראשי מקובץ, במתכונת ""הסיווג האחיד של ענפי הכלכלה - 2011"""
181090	ייצור ציוד חשמלי	true	1995-01-16	2026-04-27	"מדד המחירים הסיטוניים של תפוקת התעשייה ליעדים מקומיים (כולל מע""מ), לפי ענף ראשי מקובץ, במתכונת ""הסיווג האחיד של ענפי הכלכלה - 2011"""
181030	ייצור מכונות וציוד	true	1995-01-16	2026-04-27	"מדד המחירים הסיטוניים של תפוקת התעשייה ליעדים מקומיים (כולל מע""מ), לפי ענף ראשי מקובץ, במתכונת ""הסיווג האחיד של ענפי הכלכלה - 2011"""
181460	ייצור כלי רכב מנועיים ונגררים	true	2013-01-16	2026-04-27	"מדד המחירים הסיטוניים של תפוקת התעשייה ליעדים מקומיים (כולל מע""מ), לפי ענף ראשי מקובץ, במתכונת ""הסיווג האחיד של ענפי הכלכלה - 2011"""
181500	ייצור כלי תחבורה והובלה אחרים	true	2013-01-16	2026-04-27	"מדד המחירים הסיטוניים של תפוקת התעשייה ליעדים מקומיים (כולל מע""מ), לפי ענף ראשי מקובץ, במתכונת ""הסיווג האחיד של ענפי הכלכלה - 2011"""
181530	ייצור רהיטים	true	2013-01-16	2026-04-27	"מדד המחירים הסיטוניים של תפוקת התעשייה ליעדים מקומיים (כולל מע""מ), לפי ענף ראשי מקובץ, במתכונת ""הסיווג האחיד של ענפי הכלכלה - 2011"""
181550	ענפי ייצור אחרים	true	2013-01-16	2026-04-27	"מדד המחירים הסיטוניים של תפוקת התעשייה ליעדים מקומיים (כולל מע""מ), לפי ענף ראשי מקובץ, במתכונת ""הסיווג האחיד של ענפי הכלכלה - 2011"""
181630	תיקון, תחזוקה והתקנה של מכונות וציוד	true	2013-01-16	2026-04-27	"מדד המחירים הסיטוניים של תפוקת התעשייה ליעדים מקומיים (כולל מע""מ), לפי ענף ראשי מקובץ, במתכונת ""הסיווג האחיד של ענפי הכלכלה - 2011"""
180030	חציבת אבן, חול וחומר	true	1983-01-16	2026-04-27	"מדד המחירים הסיטוניים של תפוקת התעשייה ליעדים מקומיים (כולל מע""מ), לפי ענף ראשי מקובץ וענפי משנה מקובצים, במתכונת ""הסיווג האחיד של ענפי הכלכלה - 2011"""
180045	הפקת מלחים	true	2013-01-16	2026-04-27	"מדד המחירים הסיטוניים של תפוקת התעשייה ליעדים מקומיים (כולל מע""מ), לפי ענף ראשי מקובץ וענפי משנה מקובצים, במתכונת ""הסיווג האחיד של ענפי הכלכלה - 2011"""
180050	"כריית מינרלים לכימיקלים ודשנים, סוגים אחרים  של כרייה וחציבה לנמ""א"	true	1995-01-16	2026-04-27	"מדד המחירים הסיטוניים של תפוקת התעשייה ליעדים מקומיים (כולל מע""מ), לפי ענף ראשי מקובץ וענפי משנה מקובצים, במתכונת ""הסיווג האחיד של ענפי הכלכלה - 2011"""
180073	עיבוד ושימור בשר	true	2013-01-16	2026-04-27	"מדד המחירים הסיטוניים של תפוקת התעשייה ליעדים מקומיים (כולל מע""מ), לפי ענף ראשי מקובץ וענפי משנה מקובצים, במתכונת ""הסיווג האחיד של ענפי הכלכלה - 2011"""
180077	משחטות ובתי מטבחיים	true	2013-01-16	2026-04-27	"מדד המחירים הסיטוניים של תפוקת התעשייה ליעדים מקומיים (כולל מע""מ), לפי ענף ראשי מקובץ וענפי משנה מקובצים, במתכונת ""הסיווג האחיד של ענפי הכלכלה - 2011"""
180100	עיבוד דגים, סרטנים ורכיכות ושימורם	true	1983-01-16	2026-04-27	"מדד המחירים הסיטוניים של תפוקת התעשייה ליעדים מקומיים (כולל מע""מ), לפי ענף ראשי מקובץ וענפי משנה מקובצים, במתכונת ""הסיווג האחיד של ענפי הכלכלה - 2011"""
180090	עיבוד פירות וירקות ושימורם	true	1983-01-16	2026-04-27	"מדד המחירים הסיטוניים של תפוקת התעשייה ליעדים מקומיים (כולל מע""מ), לפי ענף ראשי מקובץ וענפי משנה מקובצים, במתכונת ""הסיווג האחיד של ענפי הכלכלה - 2011"""
180110	ייצור שמנים מן הצומח	true	1995-01-16	2026-04-27	"מדד המחירים הסיטוניים של תפוקת התעשייה ליעדים מקומיים (כולל מע""מ), לפי ענף ראשי מקובץ וענפי משנה מקובצים, במתכונת ""הסיווג האחיד של ענפי הכלכלה - 2011"""
180120	ייצור מוצרי חלב	true	1983-01-16	2026-04-27	"מדד המחירים הסיטוניים של תפוקת התעשייה ליעדים מקומיים (כולל מע""מ), לפי ענף ראשי מקובץ וענפי משנה מקובצים, במתכונת ""הסיווג האחיד של ענפי הכלכלה - 2011"""
180130	טחינת תבואה וגריסתה	true	1983-01-16	2026-04-27	"מדד המחירים הסיטוניים של תפוקת התעשייה ליעדים מקומיים (כולל מע""מ), לפי ענף ראשי מקובץ וענפי משנה מקובצים, במתכונת ""הסיווג האחיד של ענפי הכלכלה - 2011"""
180135	ייצור עמילן ומוצריו	true	2013-01-16	2026-04-27	"מדד המחירים הסיטוניים של תפוקת התעשייה ליעדים מקומיים (כולל מע""מ), לפי ענף ראשי מקובץ וענפי משנה מקובצים, במתכונת ""הסיווג האחיד של ענפי הכלכלה - 2011"""
180160	ייצור מצות	true	1983-01-16	2026-04-27	"מדד המחירים הסיטוניים של תפוקת התעשייה ליעדים מקומיים (כולל מע""מ), לפי ענף ראשי מקובץ וענפי משנה מקובצים, במתכונת ""הסיווג האחיד של ענפי הכלכלה - 2011"""
180165	ייצור דברי מאפה	true	2013-01-16	2026-04-27	"מדד המחירים הסיטוניים של תפוקת התעשייה ליעדים מקומיים (כולל מע""מ), לפי ענף ראשי מקובץ וענפי משנה מקובצים, במתכונת ""הסיווג האחיד של ענפי הכלכלה - 2011"""
180180	ייצור קקאו, שוקולד וממתקים	true	1983-01-16	2026-04-27	"מדד המחירים הסיטוניים של תפוקת התעשייה ליעדים מקומיים (כולל מע""מ), לפי ענף ראשי מקובץ וענפי משנה מקובצים, במתכונת ""הסיווג האחיד של ענפי הכלכלה - 2011"""
180170	ייצור מקרוני, איטריות, קוסקוס	true	1983-01-16	2026-04-27	"מדד המחירים הסיטוניים של תפוקת התעשייה ליעדים מקומיים (כולל מע""מ), לפי ענף ראשי מקובץ וענפי משנה מקובצים, במתכונת ""הסיווג האחיד של ענפי הכלכלה - 2011"""
180200	"ייצור סוכר ומוצרי מזון אחרים, לנמ""א"	true	1995-01-16	2026-04-27	"מדד המחירים הסיטוניים של תפוקת התעשייה ליעדים מקומיים (כולל מע""מ), לפי ענף ראשי מקובץ וענפי משנה מקובצים, במתכונת ""הסיווג האחיד של ענפי הכלכלה - 2011"""
180190	ייצור מזון מוכן	true	1995-01-16	2026-04-27	"מדד המחירים הסיטוניים של תפוקת התעשייה ליעדים מקומיים (כולל מע""מ), לפי ענף ראשי מקובץ וענפי משנה מקובצים, במתכונת ""הסיווג האחיד של ענפי הכלכלה - 2011"""
180195	"ייצור מזון מוכן לבע""ח"	true	2013-01-16	2026-04-27	"מדד המחירים הסיטוניים של תפוקת התעשייה ליעדים מקומיים (כולל מע""מ), לפי ענף ראשי מקובץ וענפי משנה מקובצים, במתכונת ""הסיווג האחיד של ענפי הכלכלה - 2011"""
190325	זיקוק וערבוב של אלכוהול	true	2006-01-16	2026-04-27	"מדד המחירים הסיטוניים של תפוקת התעשייה ליעדים מקומיים (כולל מע""מ), לפי ענף ראשי מקובץ וענפי משנה מקובצים, במתכונת ""הסיווג האחיד של ענפי הכלכלה - 2011"""
190310	ייצור יינות	true	1983-01-16	2026-04-27	"מדד המחירים הסיטוניים של תפוקת התעשייה ליעדים מקומיים (כולל מע""מ), לפי ענף ראשי מקובץ וענפי משנה מקובצים, במתכונת ""הסיווג האחיד של ענפי הכלכלה - 2011"""
180240	ייצור בירה ולתת	true	1983-01-16	2026-04-27	"מדד המחירים הסיטוניים של תפוקת התעשייה ליעדים מקומיים (כולל מע""מ), לפי ענף ראשי מקובץ וענפי משנה מקובצים, במתכונת ""הסיווג האחיד של ענפי הכלכלה - 2011"""
180250	ייצור משקאות קלים; מים מינרליים	true	1983-01-16	2026-04-27	"מדד המחירים הסיטוניים של תפוקת התעשייה ליעדים מקומיים (כולל מע""מ), לפי ענף ראשי מקובץ וענפי משנה מקובצים, במתכונת ""הסיווג האחיד של ענפי הכלכלה - 2011"""
180290	טוויה, סלילה ושזירה של חוטי כותנה וסיבי  טקסטיל	true	1995-01-16	2026-04-27	"מדד המחירים הסיטוניים של תפוקת התעשייה ליעדים מקומיים (כולל מע""מ), לפי ענף ראשי מקובץ וענפי משנה מקובצים, במתכונת ""הסיווג האחיד של ענפי הכלכלה - 2011"""
180300	אריגת טקסטיל	true	1995-01-16	2026-04-27	"מדד המחירים הסיטוניים של תפוקת התעשייה ליעדים מקומיים (כולל מע""מ), לפי ענף ראשי מקובץ וענפי משנה מקובצים, במתכונת ""הסיווג האחיד של ענפי הכלכלה - 2011"""
180310	גימור טקסטיל	true	1983-01-16	2026-04-27	"מדד המחירים הסיטוניים של תפוקת התעשייה ליעדים מקומיים (כולל מע""מ), לפי ענף ראשי מקובץ וענפי משנה מקובצים, במתכונת ""הסיווג האחיד של ענפי הכלכלה - 2011"""
180340	ייצור אריגים סרוגים	true	1983-01-16	2026-04-27	"מדד המחירים הסיטוניים של תפוקת התעשייה ליעדים מקומיים (כולל מע""מ), לפי ענף ראשי מקובץ וענפי משנה מקובצים, במתכונת ""הסיווג האחיד של ענפי הכלכלה - 2011"""
180320	ייצור פריטי טקסטיל מוכנים פרט לפריטי לבוש	true	1995-01-16	2026-04-27	"מדד המחירים הסיטוניים של תפוקת התעשייה ליעדים מקומיים (כולל מע""מ), לפי ענף ראשי מקובץ וענפי משנה מקובצים, במתכונת ""הסיווג האחיד של ענפי הכלכלה - 2011"""
180330	ייצור שטיחים ומרבדים	true	1995-01-16	2026-04-27	"מדד המחירים הסיטוניים של תפוקת התעשייה ליעדים מקומיים (כולל מע""מ), לפי ענף ראשי מקובץ וענפי משנה מקובצים, במתכונת ""הסיווג האחיד של ענפי הכלכלה - 2011"""
180333	ייצור חבלים, חוטים שזורים ורשתות	true	2013-01-16	2026-04-27	"מדד המחירים הסיטוניים של תפוקת התעשייה ליעדים מקומיים (כולל מע""מ), לפי ענף ראשי מקובץ וענפי משנה מקובצים, במתכונת ""הסיווג האחיד של ענפי הכלכלה - 2011"""
180337	"ייצור סוגים אחרים של טקסטיל, לנמ""א"	true	2013-01-16	2026-04-27	"מדד המחירים הסיטוניים של תפוקת התעשייה ליעדים מקומיים (כולל מע""מ), לפי ענף ראשי מקובץ וענפי משנה מקובצים, במתכונת ""הסיווג האחיד של ענפי הכלכלה - 2011"""
180380	ייצור בגדים	true	1995-01-16	2026-04-27	"מדד המחירים הסיטוניים של תפוקת התעשייה ליעדים מקומיים (כולל מע""מ), לפי ענף ראשי מקובץ וענפי משנה מקובצים, במתכונת ""הסיווג האחיד של ענפי הכלכלה - 2011"""
180385	ייצור בגדי ים	true	2006-03-16	2026-04-27	"מדד המחירים הסיטוניים של תפוקת התעשייה ליעדים מקומיים (כולל מע""מ), לפי ענף ראשי מקובץ וענפי משנה מקובצים, במתכונת ""הסיווג האחיד של ענפי הכלכלה - 2011"""
180390	ייצור הלבשה תחתונה	true	1995-01-16	2026-04-27	"מדד המחירים הסיטוניים של תפוקת התעשייה ליעדים מקומיים (כולל מע""מ), לפי ענף ראשי מקובץ וענפי משנה מקובצים, במתכונת ""הסיווג האחיד של ענפי הכלכלה - 2011"""
180350	ייצור בגדים סרוגים ובגדי קרושה	true	1995-01-16	2026-04-27	"מדד המחירים הסיטוניים של תפוקת התעשייה ליעדים מקומיים (כולל מע""מ), לפי ענף ראשי מקובץ וענפי משנה מקובצים, במתכונת ""הסיווג האחיד של ענפי הכלכלה - 2011"""
180430	עיבוד עורות ועיבוד פרוות וצביעתן	true	1983-01-16	2026-04-27	"מדד המחירים הסיטוניים של תפוקת התעשייה ליעדים מקומיים (כולל מע""מ), לפי ענף ראשי מקובץ וענפי משנה מקובצים, במתכונת ""הסיווג האחיד של ענפי הכלכלה - 2011"""
180450	ייצור מזוודות, תיקים ומוצרים דומים, אוכפים ורתמות	true	1995-01-16	2026-04-27	"מדד המחירים הסיטוניים של תפוקת התעשייה ליעדים מקומיים (כולל מע""מ), לפי ענף ראשי מקובץ וענפי משנה מקובצים, במתכונת ""הסיווג האחיד של ענפי הכלכלה - 2011"""
180440	ייצור נעליים	true	1995-01-16	2026-04-27	"מדד המחירים הסיטוניים של תפוקת התעשייה ליעדים מקומיים (כולל מע""מ), לפי ענף ראשי מקובץ וענפי משנה מקובצים, במתכונת ""הסיווג האחיד של ענפי הכלכלה - 2011"""
180743	ייצור לוחות עץ	true	2013-01-16	2026-04-27	"מדד המחירים הסיטוניים של תפוקת התעשייה ליעדים מקומיים (כולל מע""מ), לפי ענף ראשי מקובץ וענפי משנה מקובצים, במתכונת ""הסיווג האחיד של ענפי הכלכלה - 2011"""
180747	תעשיית נגרות לבניין	true	2013-01-16	2026-04-27	"מדד המחירים הסיטוניים של תפוקת התעשייה ליעדים מקומיים (כולל מע""מ), לפי ענף ראשי מקובץ וענפי משנה מקובצים, במתכונת ""הסיווג האחיד של ענפי הכלכלה - 2011"""
190750	ייצור מכלי עץ	true	1983-01-16	2026-04-27	"מדד המחירים הסיטוניים של תפוקת התעשייה ליעדים מקומיים (כולל מע""מ), לפי ענף ראשי מקובץ וענפי משנה מקובצים, במתכונת ""הסיווג האחיד של ענפי הכלכלה - 2011"""
190765	ייצור מוצרי עץ אחרים, שעם וקש	true	2006-01-16	2026-04-27	"מדד המחירים הסיטוניים של תפוקת התעשייה ליעדים מקומיים (כולל מע""מ), לפי ענף ראשי מקובץ וענפי משנה מקובצים, במתכונת ""הסיווג האחיד של ענפי הכלכלה - 2011"""
180520	ייצור עיסת עץ, נייר ונייר קרטון	true	1983-01-16	2026-04-27	"מדד המחירים הסיטוניים של תפוקת התעשייה ליעדים מקומיים (כולל מע""מ), לפי ענף ראשי מקובץ וענפי משנה מקובצים, במתכונת ""הסיווג האחיד של ענפי הכלכלה - 2011"""
180523	ייצור נייר וקרטון גלי, מכלים מנייר וקרטון	true	2013-01-16	2026-04-27	"מדד המחירים הסיטוניים של תפוקת התעשייה ליעדים מקומיים (כולל מע""מ), לפי ענף ראשי מקובץ וענפי משנה מקובצים, במתכונת ""הסיווג האחיד של ענפי הכלכלה - 2011"""
180527	ייצור מוצרים אחרים מנייר וקרטון	true	2013-01-16	2026-04-27	"מדד המחירים הסיטוניים של תפוקת התעשייה ליעדים מקומיים (כולל מע""מ), לפי ענף ראשי מקובץ וענפי משנה מקובצים, במתכונת ""הסיווג האחיד של ענפי הכלכלה - 2011"""
180630	ייצור כימיקלים בסיסיים	true	1995-01-16	2026-04-27	"מדד המחירים הסיטוניים של תפוקת התעשייה ליעדים מקומיים (כולל מע""מ), לפי ענף ראשי מקובץ וענפי משנה מקובצים, במתכונת ""הסיווג האחיד של ענפי הכלכלה - 2011"""
180660	ייצור חומרי הדברה וחיטוי	true	1983-01-16	2026-04-27	"מדד המחירים הסיטוניים של תפוקת התעשייה ליעדים מקומיים (כולל מע""מ), לפי ענף ראשי מקובץ וענפי משנה מקובצים, במתכונת ""הסיווג האחיד של ענפי הכלכלה - 2011"""
180640	ייצור דשנים	true	1995-01-16	2026-04-27	"מדד המחירים הסיטוניים של תפוקת התעשייה ליעדים מקומיים (כולל מע""מ), לפי ענף ראשי מקובץ וענפי משנה מקובצים, במתכונת ""הסיווג האחיד של ענפי הכלכלה - 2011"""
180650	ייצור חומרי גלם פלסטיים ומוצרים פטרוכימיים	true	1995-01-16	2026-04-27	"מדד המחירים הסיטוניים של תפוקת התעשייה ליעדים מקומיים (כולל מע""מ), לפי ענף ראשי מקובץ וענפי משנה מקובצים, במתכונת ""הסיווג האחיד של ענפי הכלכלה - 2011"""
180670	ייצור צבעים ולכות	true	1983-01-16	2026-04-27	"מדד המחירים הסיטוניים של תפוקת התעשייה ליעדים מקומיים (כולל מע""מ), לפי ענף ראשי מקובץ וענפי משנה מקובצים, במתכונת ""הסיווג האחיד של ענפי הכלכלה - 2011"""
180690	ייצור סבון ואבקות כביסה, חומרי ניקוי ותמרוקים	true	1995-01-16	2026-04-27	"מדד המחירים הסיטוניים של תפוקת התעשייה ליעדים מקומיים (כולל מע""מ), לפי ענף ראשי מקובץ וענפי משנה מקובצים, במתכונת ""הסיווג האחיד של ענפי הכלכלה - 2011"""
180700	תעשיית מוצרים כימיקלים אחרים	true	1995-01-16	2026-04-27	"מדד המחירים הסיטוניים של תפוקת התעשייה ליעדים מקומיים (כולל מע""מ), לפי ענף ראשי מקובץ וענפי משנה מקובצים, במתכונת ""הסיווג האחיד של ענפי הכלכלה - 2011"""
180780	ייצור מוצרי גומי אחרים	true	1983-01-16	2026-04-27	"מדד המחירים הסיטוניים של תפוקת התעשייה ליעדים מקומיים (כולל מע""מ), לפי ענף ראשי מקובץ וענפי משנה מקובצים, במתכונת ""הסיווג האחיד של ענפי הכלכלה - 2011"""
180730	ייצור לוחות וצינורות מפלסטיק	true	1995-01-16	2026-04-27	"מדד המחירים הסיטוניים של תפוקת התעשייה ליעדים מקומיים (כולל מע""מ), לפי ענף ראשי מקובץ וענפי משנה מקובצים, במתכונת ""הסיווג האחיד של ענפי הכלכלה - 2011"""
180740	ייצור שרוולים ויריעות מפלסטיק	true	1995-01-16	2026-04-27	"מדד המחירים הסיטוניים של תפוקת התעשייה ליעדים מקומיים (כולל מע""מ), לפי ענף ראשי מקובץ וענפי משנה מקובצים, במתכונת ""הסיווג האחיד של ענפי הכלכלה - 2011"""
180750	ייצור מיכלים ובקבוקים מפלסטיק	true	1983-01-16	2026-04-27	"מדד המחירים הסיטוניים של תפוקת התעשייה ליעדים מקומיים (כולל מע""מ), לפי ענף ראשי מקובץ וענפי משנה מקובצים, במתכונת ""הסיווג האחיד של ענפי הכלכלה - 2011"""
180760	ייצור מוצרים מפלסטיק למטבח  ולבית	true	1995-01-16	2026-04-27	"מדד המחירים הסיטוניים של תפוקת התעשייה ליעדים מקומיים (כולל מע""מ), לפי ענף ראשי מקובץ וענפי משנה מקובצים, במתכונת ""הסיווג האחיד של ענפי הכלכלה - 2011"""
180773	"ייצור מוצרים מפלסטיק לנמ""א  וייצור מוצרים מפלסטיק משוריין"	true	2006-01-16	2026-04-27	"מדד המחירים הסיטוניים של תפוקת התעשייה ליעדים מקומיים (כולל מע""מ), לפי ענף ראשי מקובץ וענפי משנה מקובצים, במתכונת ""הסיווג האחיד של ענפי הכלכלה - 2011"""
180777	ייצור מוצרים מפלסטיק לשימושים טכניים,  חקלאיים ותעשייתיים	true	2006-01-16	2026-04-27	"מדד המחירים הסיטוניים של תפוקת התעשייה ליעדים מקומיים (כולל מע""מ), לפי ענף ראשי מקובץ וענפי משנה מקובצים, במתכונת ""הסיווג האחיד של ענפי הכלכלה - 2011"""
180820	ייצור זכוכית ומוצרי זכוכית	true	1983-01-16	2026-04-27	"מדד המחירים הסיטוניים של תפוקת התעשייה ליעדים מקומיים (כולל מע""מ), לפי ענף ראשי מקובץ וענפי משנה מקובצים, במתכונת ""הסיווג האחיד של ענפי הכלכלה - 2011"""
180835	ייצור מוצרי קרמיקה (חסיני אש) וייצור  חומרי חרס לבנייה	true	2013-01-16	2026-04-27	"מדד המחירים הסיטוניים של תפוקת התעשייה ליעדים מקומיים (כולל מע""מ), לפי ענף ראשי מקובץ וענפי משנה מקובצים, במתכונת ""הסיווג האחיד של ענפי הכלכלה - 2011"""
180845	ייצור צמנט, סיד וטיח	true	2013-01-16	2026-04-27	"מדד המחירים הסיטוניים של תפוקת התעשייה ליעדים מקומיים (כולל מע""מ), לפי ענף ראשי מקובץ וענפי משנה מקובצים, במתכונת ""הסיווג האחיד של ענפי הכלכלה - 2011"""
180855	ייצור מוצרי בטון, צמנט וטיח	true	2013-01-16	2026-04-27	"מדד המחירים הסיטוניים של תפוקת התעשייה ליעדים מקומיים (כולל מע""מ), לפי ענף ראשי מקובץ וענפי משנה מקובצים, במתכונת ""הסיווג האחיד של ענפי הכלכלה - 2011"""
180860	עיבוד אבן וייצור מוצרים אחרים ממינרלים אל מתכתיים	true	1995-01-16	2026-04-27	"מדד המחירים הסיטוניים של תפוקת התעשייה ליעדים מקומיים (כולל מע""מ), לפי ענף ראשי מקובץ וענפי משנה מקובצים, במתכונת ""הסיווג האחיד של ענפי הכלכלה - 2011"""
180865	ייצור בטון מוכן ליציקה ובלוקים מבטון	true	2013-01-16	2026-04-27	"מדד המחירים הסיטוניים של תפוקת התעשייה ליעדים מקומיים (כולל מע""מ), לפי ענף ראשי מקובץ וענפי משנה מקובצים, במתכונת ""הסיווג האחיד של ענפי הכלכלה - 2011"""
180890	ייצור ברזל ופלדה בסיסיים	true	1983-01-16	2026-04-27	"מדד המחירים הסיטוניים של תפוקת התעשייה ליעדים מקומיים (כולל מע""מ), לפי ענף ראשי מקובץ וענפי משנה מקובצים, במתכונת ""הסיווג האחיד של ענפי הכלכלה - 2011"""
180895	יציקת ברזל ופלדה	true	2013-01-16	2026-04-27	"מדד המחירים הסיטוניים של תפוקת התעשייה ליעדים מקומיים (כולל מע""מ), לפי ענף ראשי מקובץ וענפי משנה מקובצים, במתכונת ""הסיווג האחיד של ענפי הכלכלה - 2011"""
180900	יציקת מתכות אל-ברזליות וייצור מתכות יקרות אחרות ושאר מתכות אל ברזליות	true	1983-01-16	2026-04-27	"מדד המחירים הסיטוניים של תפוקת התעשייה ליעדים מקומיים (כולל מע""מ), לפי ענף ראשי מקובץ וענפי משנה מקובצים, במתכונת ""הסיווג האחיד של ענפי הכלכלה - 2011"""
180950	ייצור שלדי מתכת	true	1983-01-16	2026-04-27	"מדד המחירים הסיטוניים של תפוקת התעשייה ליעדים מקומיים (כולל מע""מ), לפי ענף ראשי מקובץ וענפי משנה מקובצים, במתכונת ""הסיווג האחיד של ענפי הכלכלה - 2011"""
180980	ייצור אביזרי מים סניטאריים ותעשייתיים, אביזרי מים להשקיה	true	1983-01-16	2026-04-27	"מדד המחירים הסיטוניים של תפוקת התעשייה ליעדים מקומיים (כולל מע""מ), לפי ענף ראשי מקובץ וענפי משנה מקובצים, במתכונת ""הסיווג האחיד של ענפי הכלכלה - 2011"""
180985	חישול, לחיצה, עיצוב, הטבעה וגלגול של מתכות,  עיבוד וציפוי מתכות	true	2013-01-16	2026-04-27	"מדד המחירים הסיטוניים של תפוקת התעשייה ליעדים מקומיים (כולל מע""מ), לפי ענף ראשי מקובץ וענפי משנה מקובצים, במתכונת ""הסיווג האחיד של ענפי הכלכלה - 2011"""
180960	מסגריות, עיבוד מכני ועיבוד שבבי	true	2013-01-16	2026-04-27	"מדד המחירים הסיטוניים של תפוקת התעשייה ליעדים מקומיים (כולל מע""מ), לפי ענף ראשי מקובץ וענפי משנה מקובצים, במתכונת ""הסיווג האחיד של ענפי הכלכלה - 2011"""
180990	"ייצור אריזות ומכלים מפח, זיווד אלקטרוני  ומוצרי פח לנמ""א"	true	1983-01-16	2026-04-27	"מדד המחירים הסיטוניים של תפוקת התעשייה ליעדים מקומיים (כולל מע""מ), לפי ענף ראשי מקובץ וענפי משנה מקובצים, במתכונת ""הסיווג האחיד של ענפי הכלכלה - 2011"""
181000	ייצור רשתות כבלים חוטים ותיל	true	1983-01-16	2026-04-27	"מדד המחירים הסיטוניים של תפוקת התעשייה ליעדים מקומיים (כולל מע""מ), לפי ענף ראשי מקובץ וענפי משנה מקובצים, במתכונת ""הסיווג האחיד של ענפי הכלכלה - 2011"""
181005	כלי בישול, מבלטים ותבניות ממתכת	true	2013-01-16	2026-04-27	"מדד המחירים הסיטוניים של תפוקת התעשייה ליעדים מקומיים (כולל מע""מ), לפי ענף ראשי מקובץ וענפי משנה מקובצים, במתכונת ""הסיווג האחיד של ענפי הכלכלה - 2011"""
181010	ייצור מוצרי מתכת שונים	true	1995-01-16	2026-04-27	"מדד המחירים הסיטוניים של תפוקת התעשייה ליעדים מקומיים (כולל מע""מ), לפי ענף ראשי מקובץ וענפי משנה מקובצים, במתכונת ""הסיווג האחיד של ענפי הכלכלה - 2011"""
181157	ייצור רכיבים ולוחות אלקטרוניים	true	2013-01-16	2026-04-27	"מדד המחירים הסיטוניים של תפוקת התעשייה ליעדים מקומיים (כולל מע""מ), לפי ענף ראשי מקובץ וענפי משנה מקובצים, במתכונת ""הסיווג האחיד של ענפי הכלכלה - 2011"""
181160	ייצור ציוד תקשורת אלקטרוני	true	1995-01-16	2026-04-27	"מדד המחירים הסיטוניים של תפוקת התעשייה ליעדים מקומיים (כולל מע""מ), לפי ענף ראשי מקובץ וענפי משנה מקובצים, במתכונת ""הסיווג האחיד של ענפי הכלכלה - 2011"""
181225	ייצור מכשירי מדידה, בדיקה, ניווט ובקרה	true	2013-01-16	2026-04-27	"מדד המחירים הסיטוניים של תפוקת התעשייה ליעדים מקומיים (כולל מע""מ), לפי ענף ראשי מקובץ וענפי משנה מקובצים, במתכונת ""הסיווג האחיד של ענפי הכלכלה - 2011"""
181230	ייצור מכשור אלקטרוני רפואי, מכשור רפואי וכירורגי	true	1996-02-16	2026-04-27	"מדד המחירים הסיטוניים של תפוקת התעשייה ליעדים מקומיים (כולל מע""מ), לפי ענף ראשי מקובץ וענפי משנה מקובצים, במתכונת ""הסיווג האחיד של ענפי הכלכלה - 2011"""
181250	ייצור מכשור אופטי	true	1983-01-16	2026-04-27	"מדד המחירים הסיטוניים של תפוקת התעשייה ליעדים מקומיים (כולל מע""מ), לפי ענף ראשי מקובץ וענפי משנה מקובצים, במתכונת ""הסיווג האחיד של ענפי הכלכלה - 2011"""
191770	ייצור מנועים חשמליים	true	1983-01-16	2026-04-27	"מדד המחירים הסיטוניים של תפוקת התעשייה ליעדים מקומיים (כולל מע""מ), לפי ענף ראשי מקובץ וענפי משנה מקובצים, במתכונת ""הסיווג האחיד של ענפי הכלכלה - 2011"""
191780	ייצור שנאים	true	1995-01-16	2026-04-27	"מדד המחירים הסיטוניים של תפוקת התעשייה ליעדים מקומיים (כולל מע""מ), לפי ענף ראשי מקובץ וענפי משנה מקובצים, במתכונת ""הסיווג האחיד של ענפי הכלכלה - 2011"""
