Code	Name	Monthly	From	To	Subject
191490	ממטרות	true	1983-01-16	2026-04-27	"מדד המחירים הסיטוניים של מוצרים וקבוצות מוצרים נבחרים של תפוקת התעשייה ליעדים מקומיים (כולל מע""מ), לפי ענפים מקובצים, במתכונת ""הסיווג האחיד של ענפי הכלכלה - 2011"""
191670	משאבות וציוד שאיבה	true	1995-01-16	2026-04-27	"מדד המחירים הסיטוניים של מוצרים וקבוצות מוצרים נבחרים של תפוקת התעשייה ליעדים מקומיים (כולל מע""מ), לפי ענפים מקובצים, במתכונת ""הסיווג האחיד של ענפי הכלכלה - 2011"""
191680	מכונות לעיבוד קרקע	true	1983-01-16	2026-04-27	"מדד המחירים הסיטוניים של מוצרים וקבוצות מוצרים נבחרים של תפוקת התעשייה ליעדים מקומיים (כולל מע""מ), לפי ענפים מקובצים, במתכונת ""הסיווג האחיד של ענפי הכלכלה - 2011"""
191693	מרססים ומכסחות	true	2006-01-16	2026-04-27	"מדד המחירים הסיטוניים של מוצרים וקבוצות מוצרים נבחרים של תפוקת התעשייה ליעדים מקומיים (כולל מע""מ), לפי ענפים מקובצים, במתכונת ""הסיווג האחיד של ענפי הכלכלה - 2011"""
191697	מכונות לרפת	true	2006-01-16	2026-04-27	"מדד המחירים הסיטוניים של מוצרים וקבוצות מוצרים נבחרים של תפוקת התעשייה ליעדים מקומיים (כולל מע""מ), לפי ענפים מקובצים, במתכונת ""הסיווג האחיד של ענפי הכלכלה - 2011"""
191700	מעליות נוסעים ומטען	true	1995-01-16	2026-04-27	"מדד המחירים הסיטוניים של מוצרים וקבוצות מוצרים נבחרים של תפוקת התעשייה ליעדים מקומיים (כולל מע""מ), לפי ענפים מקובצים, במתכונת ""הסיווג האחיד של ענפי הכלכלה - 2011"""
191710	מתקני קירור והקפאה	true	1995-01-16	2026-04-27	"מדד המחירים הסיטוניים של מוצרים וקבוצות מוצרים נבחרים של תפוקת התעשייה ליעדים מקומיים (כולל מע""מ), לפי ענפים מקובצים, במתכונת ""הסיווג האחיד של ענפי הכלכלה - 2011"""
191720	מזגני אוויר ביתיים	true	1983-01-16	2026-04-27	"מדד המחירים הסיטוניים של מוצרים וקבוצות מוצרים נבחרים של תפוקת התעשייה ליעדים מקומיים (כולל מע""מ), לפי ענפים מקובצים, במתכונת ""הסיווג האחיד של ענפי הכלכלה - 2011"""
191745	דודי שמש ודודי חשמל	true	2013-01-16	2026-04-27	"מדד המחירים הסיטוניים של מוצרים וקבוצות מוצרים נבחרים של תפוקת התעשייה ליעדים מקומיים (כולל מע""מ), לפי ענפים מקובצים, במתכונת ""הסיווג האחיד של ענפי הכלכלה - 2011"""
191755	קולטים לדודים	true	2013-01-16	2026-04-27	"מדד המחירים הסיטוניים של מוצרים וקבוצות מוצרים נבחרים של תפוקת התעשייה ליעדים מקומיים (כולל מע""מ), לפי ענפים מקובצים, במתכונת ""הסיווג האחיד של ענפי הכלכלה - 2011"""
191920	חלקי חילוף לכלי רכב	true	1983-01-16	2026-04-27	"מדד המחירים הסיטוניים של מוצרים וקבוצות מוצרים נבחרים של תפוקת התעשייה ליעדים מקומיים (כולל מע""מ), לפי ענפים מקובצים, במתכונת ""הסיווג האחיד של ענפי הכלכלה - 2011"""
191933	ארונות לחדרי שינה	true	2006-01-16	2026-04-27	"מדד המחירים הסיטוניים של מוצרים וקבוצות מוצרים נבחרים של תפוקת התעשייה ליעדים מקומיים (כולל מע""מ), לפי ענפים מקובצים, במתכונת ""הסיווג האחיד של ענפי הכלכלה - 2011"""
191938	מיטות	true	2013-01-16	2026-04-27	"מדד המחירים הסיטוניים של מוצרים וקבוצות מוצרים נבחרים של תפוקת התעשייה ליעדים מקומיים (כולל מע""מ), לפי ענפים מקובצים, במתכונת ""הסיווג האחיד של ענפי הכלכלה - 2011"""
191940	שולחנות וכסאות	true	1983-01-16	2026-04-27	"מדד המחירים הסיטוניים של מוצרים וקבוצות מוצרים נבחרים של תפוקת התעשייה ליעדים מקומיים (כולל מע""מ), לפי ענפים מקובצים, במתכונת ""הסיווג האחיד של ענפי הכלכלה - 2011"""
190755	ארונות מטבח ואמבטיה	true	2006-01-16	2026-04-27	"מדד המחירים הסיטוניים של מוצרים וקבוצות מוצרים נבחרים של תפוקת התעשייה ליעדים מקומיים (כולל מע""מ), לפי ענפים מקובצים, במתכונת ""הסיווג האחיד של ענפי הכלכלה - 2011"""
191980	מזרנים	true	1983-01-16	2026-04-27	"מדד המחירים הסיטוניים של מוצרים וקבוצות מוצרים נבחרים של תפוקת התעשייה ליעדים מקומיים (כולל מע""מ), לפי ענפים מקובצים, במתכונת ""הסיווג האחיד של ענפי הכלכלה - 2011"""
191983	רהיטים לגן	true	2013-01-16	2026-04-27	"מדד המחירים הסיטוניים של מוצרים וקבוצות מוצרים נבחרים של תפוקת התעשייה ליעדים מקומיים (כולל מע""מ), לפי ענפים מקובצים, במתכונת ""הסיווג האחיד של ענפי הכלכלה - 2011"""
191986	ריהוט משרדי	true	2013-01-16	2026-04-27	"מדד המחירים הסיטוניים של מוצרים וקבוצות מוצרים נבחרים של תפוקת התעשייה ליעדים מקומיים (כולל מע""מ), לפי ענפים מקובצים, במתכונת ""הסיווג האחיד של ענפי הכלכלה - 2011"""
191990	חפצי חן	true	1983-01-16	2026-04-27	"מדד המחירים הסיטוניים של מוצרים וקבוצות מוצרים נבחרים של תפוקת התעשייה ליעדים מקומיים (כולל מע""מ), לפי ענפים מקובצים, במתכונת ""הסיווג האחיד של ענפי הכלכלה - 2011"""
191990	חפצי חן ממתכת	true	1983-01-16	2026-04-27	"מדד המחירים הסיטוניים של מוצרים וקבוצות מוצרים נבחרים של תפוקת התעשייה ליעדים מקומיים (כולל מע""מ), לפי ענפים מקובצים, במתכונת ""הסיווג האחיד של ענפי הכלכלה - 2011"""
192015	משחקים וצעצועים	true	2013-01-16	2026-04-27	"מדד המחירים הסיטוניים של מוצרים וקבוצות מוצרים נבחרים של תפוקת התעשייה ליעדים מקומיים (כולל מע""מ), לפי ענפים מקובצים, במתכונת ""הסיווג האחיד של ענפי הכלכלה - 2011"""
192030	ציוד אורטופדי	true	1995-01-16	2026-04-27	"מדד המחירים הסיטוניים של מוצרים וקבוצות מוצרים נבחרים של תפוקת התעשייה ליעדים מקומיים (כולל מע""מ), לפי ענפים מקובצים, במתכונת ""הסיווג האחיד של ענפי הכלכלה - 2011"""
192090	מברשות ומטאטאים	true	1983-01-16	2026-04-27	"מדד המחירים הסיטוניים של מוצרים וקבוצות מוצרים נבחרים של תפוקת התעשייה ליעדים מקומיים (כולל מע""מ), לפי ענפים מקובצים, במתכונת ""הסיווג האחיד של ענפי הכלכלה - 2011"""
191870	עדשות אופטיות	true	1983-01-16	2026-04-27	"מדד המחירים הסיטוניים של מוצרים וקבוצות מוצרים נבחרים של תפוקת התעשייה ליעדים מקומיים (כולל מע""מ), לפי ענפים מקובצים, במתכונת ""הסיווג האחיד של ענפי הכלכלה - 2011"""
194700	הוצאה לאור של ספרים וכתבי עת	true	2016-01-16	2026-04-27	מדד המחירים בענף הוצאה לאור
180560	הוצאה לאור של ספרים	true	1983-01-16	2026-04-27	מדד המחירים בענף הוצאה לאור
194720	ספרי לימוד	true	2016-01-16	2026-04-27	מדד המחירים בענף הוצאה לאור
194740	ספרים (לא כולל ספרי לימוד)	true	2016-01-16	2026-04-27	מדד המחירים בענף הוצאה לאור
180570	הוצאה לאור של עיתונים וכתבי עת	true	1983-01-16	2026-04-27	מדד המחירים בענף הוצאה לאור
194760	עיתונים וכתבי עת (ללא מנויים)	true	2016-01-16	2026-04-27	מדד המחירים בענף הוצאה לאור
194780	מנויים לעיתונים ולכתבי עת	true	2016-01-16	2026-04-27	מדד המחירים בענף הוצאה לאור
190900	מודעות בעיתונים ובכתבי עת	true	1995-01-16	2026-04-27	מדד המחירים בענף הוצאה לאור
200010	מדד מחירי תשומה בבנייה למגורים - כללי	true	1956-01-16	2026-04-27	"מדד מחירי תשומה בבנייה למגורים (ללא מע""מ), לפי קבוצה ראשית וקבוצה משנית"
200015	המדד ללא צמודי קרקע	true	2025-07-16	2026-04-27	"מדד מחירי תשומה בבנייה למגורים (ללא מע""מ), לפי קבוצה ראשית וקבוצה משנית"
200020	המדד ללא שכר עבודה	true	1983-01-16	2026-04-27	"מדד מחירי תשומה בבנייה למגורים (ללא מע""מ), לפי קבוצה ראשית וקבוצה משנית"
201010	חומרים ומוצרים - סך כולל	true	1983-11-16	2026-04-27	"מדד מחירי תשומה בבנייה למגורים (ללא מע""מ), לפי קבוצה ראשית וקבוצה משנית"
201020	חומרי מחצבה, שיש וקרמיקה	true	1983-01-16	2026-04-27	"מדד מחירי תשומה בבנייה למגורים (ללא מע""מ), לפי קבוצה ראשית וקבוצה משנית"
201030	חומרי מחצבה והובלתם	true	1983-01-16	2026-04-27	"מדד מחירי תשומה בבנייה למגורים (ללא מע""מ), לפי קבוצה ראשית וקבוצה משנית"
201060	אבן לחיפוי חיצוני	true	1983-01-16	2026-04-27	"מדד מחירי תשומה בבנייה למגורים (ללא מע""מ), לפי קבוצה ראשית וקבוצה משנית"
201080	שיש וקרמיקה	true	1983-01-16	2026-04-27	"מדד מחירי תשומה בבנייה למגורים (ללא מע""מ), לפי קבוצה ראשית וקבוצה משנית"
201090	שיש	true	1983-01-16	2026-04-27	"מדד מחירי תשומה בבנייה למגורים (ללא מע""מ), לפי קבוצה ראשית וקבוצה משנית"
201100	אריחי חיפוי ומדרגות	true	1983-01-16	2026-04-27	"מדד מחירי תשומה בבנייה למגורים (ללא מע""מ), לפי קבוצה ראשית וקבוצה משנית"
201130	מלט, איטונג ומוצריהם	true	1983-01-16	2026-04-27	"מדד מחירי תשומה בבנייה למגורים (ללא מע""מ), לפי קבוצה ראשית וקבוצה משנית"
201140	צמנט אפור	true	2004-02-16	2026-04-27	"מדד מחירי תשומה בבנייה למגורים (ללא מע""מ), לפי קבוצה ראשית וקבוצה משנית"
201160	בטון מובא	true	1983-01-16	2026-04-27	"מדד מחירי תשומה בבנייה למגורים (ללא מע""מ), לפי קבוצה ראשית וקבוצה משנית"
201180	טיט ושליכט	true	1992-02-16	2026-04-27	"מדד מחירי תשומה בבנייה למגורים (ללא מע""מ), לפי קבוצה ראשית וקבוצה משנית"
201190	בלוקים	true	2004-02-16	2026-04-27	"מדד מחירי תשומה בבנייה למגורים (ללא מע""מ), לפי קבוצה ראשית וקבוצה משנית"
201200	מוצרים אחרים מבטון	true	1983-11-16	2026-04-27	"מדד מחירי תשומה בבנייה למגורים (ללא מע""מ), לפי קבוצה ראשית וקבוצה משנית"
201210	מחיצות מתועשות	true	2004-02-16	2026-04-27	"מדד מחירי תשומה בבנייה למגורים (ללא מע""מ), לפי קבוצה ראשית וקבוצה משנית"
201225	ברזל ופלדה	true	2025-07-16	2026-04-27	"מדד מחירי תשומה בבנייה למגורים (ללא מע""מ), לפי קבוצה ראשית וקבוצה משנית"
201230	ברזל לבנייה	true	1983-01-16	2026-04-27	"מדד מחירי תשומה בבנייה למגורים (ללא מע""מ), לפי קבוצה ראשית וקבוצה משנית"
201260	רשתות וכלובים	true	1983-01-16	2026-04-27	"מדד מחירי תשומה בבנייה למגורים (ללא מע""מ), לפי קבוצה ראשית וקבוצה משנית"
201307	פרופילים מפלדה	true	2025-07-16	2026-04-27	"מדד מחירי תשומה בבנייה למגורים (ללא מע""מ), לפי קבוצה ראשית וקבוצה משנית"
201320	חשמל	true	1983-01-16	2026-04-27	"מדד מחירי תשומה בבנייה למגורים (ללא מע""מ), לפי קבוצה ראשית וקבוצה משנית"
201330	צנרת חשמל	true	1983-01-16	2026-04-27	"מדד מחירי תשומה בבנייה למגורים (ללא מע""מ), לפי קבוצה ראשית וקבוצה משנית"
201345	אביזרים ומוליכים לאינסטלציית חשמל	true	2025-07-16	2026-04-27	"מדד מחירי תשומה בבנייה למגורים (ללא מע""מ), לפי קבוצה ראשית וקבוצה משנית"
201360	ארונות ולוחות חשמל	true	2004-02-16	2026-04-27	"מדד מחירי תשומה בבנייה למגורים (ללא מע""מ), לפי קבוצה ראשית וקבוצה משנית"
201370	מערכות תקשורת וכריזה	true	2004-02-16	2026-04-27	"מדד מחירי תשומה בבנייה למגורים (ללא מע""מ), לפי קבוצה ראשית וקבוצה משנית"
201373	מערכת גילוי אש	true	2025-07-16	2026-04-27	"מדד מחירי תשומה בבנייה למגורים (ללא מע""מ), לפי קבוצה ראשית וקבוצה משנית"
201470	מערכת מיזוג אוויר	true	2004-02-16	2026-04-27	"מדד מחירי תשומה בבנייה למגורים (ללא מע""מ), לפי קבוצה ראשית וקבוצה משנית"
201377	מערכת אוורור	true	2025-07-16	2026-04-27	"מדד מחירי תשומה בבנייה למגורים (ללא מע""מ), לפי קבוצה ראשית וקבוצה משנית"
201380	תברואה	true	1983-01-16	2026-04-27	"מדד מחירי תשומה בבנייה למגורים (ללא מע""מ), לפי קבוצה ראשית וקבוצה משנית"
201420	כלים סניטריים	true	1983-01-16	2026-04-27	"מדד מחירי תשומה בבנייה למגורים (ללא מע""מ), לפי קבוצה ראשית וקבוצה משנית"
201430	מכלולי ברזים	true	1983-01-16	2026-04-27	"מדד מחירי תשומה בבנייה למגורים (ללא מע""מ), לפי קבוצה ראשית וקבוצה משנית"
201440	מערכת כיבוי אש	true	2004-02-16	2026-04-27	"מדד מחירי תשומה בבנייה למגורים (ללא מע""מ), לפי קבוצה ראשית וקבוצה משנית"
201455	מערכת ביוב וניקוז	true	2025-07-16	2026-04-27	"מדד מחירי תשומה בבנייה למגורים (ללא מע""מ), לפי קבוצה ראשית וקבוצה משנית"
201460	מערכת מים	true	1983-01-16	2026-04-27	"מדד מחירי תשומה בבנייה למגורים (ללא מע""מ), לפי קבוצה ראשית וקבוצה משנית"
201480	עץ לבנייה	true	1992-02-16	2026-04-27	"מדד מחירי תשומה בבנייה למגורים (ללא מע""מ), לפי קבוצה ראשית וקבוצה משנית"
201485	נגרות ומסגרות	true	2025-07-16	2026-04-27	"מדד מחירי תשומה בבנייה למגורים (ללא מע""מ), לפי קבוצה ראשית וקבוצה משנית"
201510	מוצרי נגרות	true	2004-02-16	2026-04-27	"מדד מחירי תשומה בבנייה למגורים (ללא מע""מ), לפי קבוצה ראשית וקבוצה משנית"
201500	מוצרי אלומיניום	true	2004-02-16	2026-04-27	"מדד מחירי תשומה בבנייה למגורים (ללא מע""מ), לפי קבוצה ראשית וקבוצה משנית"
201560	זכוכית	true	2004-02-16	2026-04-27	"מדד מחירי תשומה בבנייה למגורים (ללא מע""מ), לפי קבוצה ראשית וקבוצה משנית"
201305	מסגרות חרש	true	2011-08-16	2026-04-27	"מדד מחירי תשומה בבנייה למגורים (ללא מע""מ), לפי קבוצה ראשית וקבוצה משנית"
201520	מוצרים למרחב מוגן	true	1983-01-16	2026-04-27	"מדד מחירי תשומה בבנייה למגורים (ללא מע""מ), לפי קבוצה ראשית וקבוצה משנית"
201530	מעליות	true	1992-02-16	2026-04-27	"מדד מחירי תשומה בבנייה למגורים (ללא מע""מ), לפי קבוצה ראשית וקבוצה משנית"
201540	איטום	true	2004-02-16	2026-04-27	"מדד מחירי תשומה בבנייה למגורים (ללא מע""מ), לפי קבוצה ראשית וקבוצה משנית"
201550	צבעים	true	1983-01-16	2026-04-27	"מדד מחירי תשומה בבנייה למגורים (ללא מע""מ), לפי קבוצה ראשית וקבוצה משנית"
201570	חומרים ומוצרים שונים	true	2004-02-16	2026-04-27	"מדד מחירי תשומה בבנייה למגורים (ללא מע""מ), לפי קבוצה ראשית וקבוצה משנית"
203020	שכירת ציוד	true	1983-01-16	2026-04-27	"מדד מחירי תשומה בבנייה למגורים (ללא מע""מ), לפי קבוצה ראשית וקבוצה משנית"
204010	הוצאות כלליות	true	1983-01-16	2026-04-27	"מדד מחירי תשומה בבנייה למגורים (ללא מע""מ), לפי קבוצה ראשית וקבוצה משנית"
204020	ביטוח ובדיקות	true	2004-02-16	2026-04-27	"מדד מחירי תשומה בבנייה למגורים (ללא מע""מ), לפי קבוצה ראשית וקבוצה משנית"
204030	אחזקת אתר, משרדים בטיחות והוצאות אחרות	true	1983-01-16	2026-04-27	"מדד מחירי תשומה בבנייה למגורים (ללא מע""מ), לפי קבוצה ראשית וקבוצה משנית"
205010	שכר עבודה	true	1983-01-16	2026-04-27	"מדד מחירי תשומה בבנייה למגורים (ללא מע""מ), לפי קבוצה ראשית וקבוצה משנית"
205020	פועלים	true	1983-01-16	2026-04-27	"מדד מחירי תשומה בבנייה למגורים (ללא מע""מ), לפי קבוצה ראשית וקבוצה משנית"
205030	פועלי בניין	true	1983-01-16	2026-04-27	"מדד מחירי תשומה בבנייה למגורים (ללא מע""מ), לפי קבוצה ראשית וקבוצה משנית"
205040	עובדי חשמל ואינסטלציה	true	2004-02-16	2026-04-27	"מדד מחירי תשומה בבנייה למגורים (ללא מע""מ), לפי קבוצה ראשית וקבוצה משנית"
205050	עובדים אחרים	true	1992-02-16	2026-04-27	"מדד מחירי תשומה בבנייה למגורים (ללא מע""מ), לפי קבוצה ראשית וקבוצה משנית"
205070	צוות ניהול ופיקוח	true	1983-01-16	2026-04-27	"מדד מחירי תשומה בבנייה למגורים (ללא מע""מ), לפי קבוצה ראשית וקבוצה משנית"
616010	עפר	true	2025-07-16	2026-04-27	"מדד מחירי תשומה בבנייה למגורים (ללא מע""מ), לפי פרקי הבנייה"
616030	חומרים ומוצרים - סך כולל	true	2011-08-16	2026-04-27	"מדד מחירי תשומה בבנייה למגורים (ללא מע""מ), לפי פרקי הבנייה"
616040	חומרי מחצבה והובלתם	true	2011-08-16	2026-04-27	"מדד מחירי תשומה בבנייה למגורים (ללא מע""מ), לפי פרקי הבנייה"
616045	מלט, איטונג ומוצריהם	true	2025-07-16	2026-04-27	"מדד מחירי תשומה בבנייה למגורים (ללא מע""מ), לפי פרקי הבנייה"
616055	מוצרי מתכת	true	2025-07-16	2026-04-27	"מדד מחירי תשומה בבנייה למגורים (ללא מע""מ), לפי פרקי הבנייה"
616065	חומרים ומוצרים שונים	true	2025-07-16	2026-04-27	"מדד מחירי תשומה בבנייה למגורים (ללא מע""מ), לפי פרקי הבנייה"
613032	שכירת ציוד	true	2004-02-16	2026-04-27	"מדד מחירי תשומה בבנייה למגורים (ללא מע""מ), לפי פרקי הבנייה"
616075	שכר עבודה	true	2025-07-16	2026-04-27	"מדד מחירי תשומה בבנייה למגורים (ללא מע""מ), לפי פרקי הבנייה"
615020	פועלים	true	1992-01-16	2026-04-27	"מדד מחירי תשומה בבנייה למגורים (ללא מע""מ), לפי פרקי הבנייה"
617025	שלד	true	2025-07-16	2026-04-27	"מדד מחירי תשומה בבנייה למגורים (ללא מע""מ), לפי פרקי הבנייה"
617030	חומרים ומוצרים - סך כולל	true	2011-08-16	2026-04-27	"מדד מחירי תשומה בבנייה למגורים (ללא מע""מ), לפי פרקי הבנייה"
617040	מלט, איטונג ומוצריהם	true	2011-08-16	2026-04-27	"מדד מחירי תשומה בבנייה למגורים (ללא מע""מ), לפי פרקי הבנייה"
611160	בטון מובא	true	1992-01-16	2026-04-27	"מדד מחירי תשומה בבנייה למגורים (ללא מע""מ), לפי פרקי הבנייה"
611200	מוצרים אחרים מבטון	true	1992-01-16	2026-04-27	"מדד מחירי תשומה בבנייה למגורים (ללא מע""מ), לפי פרקי הבנייה"
611220	ברזל ומוצרי מתכת	true	2004-02-16	2026-04-27	"מדד מחירי תשומה בבנייה למגורים (ללא מע""מ), לפי פרקי הבנייה"
611230	ברזל לבנייה	true	1992-01-16	2026-04-27	"מדד מחירי תשומה בבנייה למגורים (ללא מע""מ), לפי פרקי הבנייה"
611260	רשתות וכלובים	true	1992-01-16	2026-04-27	"מדד מחירי תשומה בבנייה למגורים (ללא מע""מ), לפי פרקי הבנייה"
611275	פרופילים מפלדה	true	2025-07-16	2026-04-27	"מדד מחירי תשומה בבנייה למגורים (ללא מע""מ), לפי פרקי הבנייה"
611480	עץ לבנייה	true	1992-01-16	2026-04-27	"מדד מחירי תשומה בבנייה למגורים (ללא מע""מ), לפי פרקי הבנייה"
611520	מוצרים מוגמרים - מרחב מוגן	true	1993-10-16	2026-04-27	"מדד מחירי תשומה בבנייה למגורים (ללא מע""מ), לפי פרקי הבנייה"
617070	צבעים	true	2011-08-16	2026-04-27	"מדד מחירי תשומה בבנייה למגורים (ללא מע""מ), לפי פרקי הבנייה"
617080	חומרים ומוצרים שונים	true	2011-08-16	2026-04-27	"מדד מחירי תשומה בבנייה למגורים (ללא מע""מ), לפי פרקי הבנייה"
617090	שכירת ציוד	true	2011-08-16	2026-04-27	"מדד מחירי תשומה בבנייה למגורים (ללא מע""מ), לפי פרקי הבנייה"
617115	שכר עבודה	true	2025-07-16	2026-04-27	"מדד מחירי תשומה בבנייה למגורים (ללא מע""מ), לפי פרקי הבנייה"
617120	פועלים	true	2011-08-16	2026-04-27	"מדד מחירי תשומה בבנייה למגורים (ללא מע""מ), לפי פרקי הבנייה"
617125	בנייה	true	2025-07-16	2026-04-27	"מדד מחירי תשומה בבנייה למגורים (ללא מע""מ), לפי פרקי הבנייה"
621010	חומרים ומוצרים - סך כולל	true	1992-01-16	2026-04-27	"מדד מחירי תשומה בבנייה למגורים (ללא מע""מ), לפי פרקי הבנייה"
621130	מלט, איטונג ומוצריהם	true	1992-01-16	2026-04-27	"מדד מחירי תשומה בבנייה למגורים (ללא מע""מ), לפי פרקי הבנייה"
621190	בלוקים	true	1992-01-16	2026-04-27	"מדד מחירי תשומה בבנייה למגורים (ללא מע""מ), לפי פרקי הבנייה"
621135	מחיצות מתועשות	true	2025-07-16	2026-04-27	"מדד מחירי תשומה בבנייה למגורים (ללא מע""מ), לפי פרקי הבנייה"
621145	חומרים ומוצרים שונים	true	2025-07-16	2026-04-27	"מדד מחירי תשומה בבנייה למגורים (ללא מע""מ), לפי פרקי הבנייה"
623032	שכירת ציוד	true	1992-01-16	2026-04-27	"מדד מחירי תשומה בבנייה למגורים (ללא מע""מ), לפי פרקי הבנייה"
625015	שכר עבודה	true	2025-07-16	2026-04-27	"מדד מחירי תשומה בבנייה למגורים (ללא מע""מ), לפי פרקי הבנייה"
625020	פועלים	true	1992-01-16	2026-04-27	"מדד מחירי תשומה בבנייה למגורים (ללא מע""מ), לפי פרקי הבנייה"
641005	מסגרות ונגרות	true	2025-07-16	2026-04-27	"מדד מחירי תשומה בבנייה למגורים (ללא מע""מ), לפי פרקי הבנייה"
641010	חומרים ומוצרים - סך כולל	true	2004-02-16	2026-04-27	"מדד מחירי תשומה בבנייה למגורים (ללא מע""מ), לפי פרקי הבנייה"
641015	עץ לבניה	true	2025-07-16	2026-04-27	"מדד מחירי תשומה בבנייה למגורים (ללא מע""מ), לפי פרקי הבנייה"
641020	נגרות ומסגרות	true	2025-07-16	2026-04-27	"מדד מחירי תשומה בבנייה למגורים (ללא מע""מ), לפי פרקי הבנייה"
641025	מוצרי נגרות	true	2025-07-16	2026-04-27	"מדד מחירי תשומה בבנייה למגורים (ללא מע""מ), לפי פרקי הבנייה"
641030	דלתות	true	2025-07-16	2026-04-27	"מדד מחירי תשומה בבנייה למגורים (ללא מע""מ), לפי פרקי הבנייה"
641035	ארונות	true	2025-07-16	2026-04-27	"מדד מחירי תשומה בבנייה למגורים (ללא מע""מ), לפי פרקי הבנייה"
641040	מסגרות חרש	true	2025-07-16	2026-04-27	"מדד מחירי תשומה בבנייה למגורים (ללא מע""מ), לפי פרקי הבנייה"
641045	דלתות כניסה ואש	true	2025-07-16	2026-04-27	"מדד מחירי תשומה בבנייה למגורים (ללא מע""מ), לפי פרקי הבנייה"
641050	חומרים ומוצרים שונים	true	2025-07-16	2026-04-27	"מדד מחירי תשומה בבנייה למגורים (ללא מע""מ), לפי פרקי הבנייה"
641560	שכירת ציוד	true	2011-08-16	2026-04-27	"מדד מחירי תשומה בבנייה למגורים (ללא מע""מ), לפי פרקי הבנייה"
641570	שכר עבודה	true	2025-07-16	2026-04-27	"מדד מחירי תשומה בבנייה למגורים (ללא מע""מ), לפי פרקי הבנייה"
645020	מתקינים	true	2004-02-16	2026-04-27	"מדד מחירי תשומה בבנייה למגורים (ללא מע""מ), לפי פרקי הבנייה"
651005	תברואה	true	2025-07-16	2026-04-27	"מדד מחירי תשומה בבנייה למגורים (ללא מע""מ), לפי פרקי הבנייה"
651010	חומרים ומוצרים - סך כולל	true	1992-01-16	2026-04-27	"מדד מחירי תשומה בבנייה למגורים (ללא מע""מ), לפי פרקי הבנייה"
651025	חומרי מחצבה שיש וקרמיקה	true	2025-07-16	2026-04-27	"מדד מחירי תשומה בבנייה למגורים (ללא מע""מ), לפי פרקי הבנייה"
651030	מלט, איטונג ומוצריהם	true	2011-08-16	2026-04-27	"מדד מחירי תשומה בבנייה למגורים (ללא מע""מ), לפי פרקי הבנייה"
651380	תברואה	true	2004-02-16	2026-04-27	"מדד מחירי תשומה בבנייה למגורים (ללא מע""מ), לפי פרקי הבנייה"
651420	כלים סניטריים	true	1992-01-16	2026-04-27	"מדד מחירי תשומה בבנייה למגורים (ללא מע""מ), לפי פרקי הבנייה"
651430	מכלולי ברזים	true	1992-01-16	2026-04-27	"מדד מחירי תשומה בבנייה למגורים (ללא מע""מ), לפי פרקי הבנייה"
651440	מערכת כיבוי אש	true	2004-02-16	2026-04-27	"מדד מחירי תשומה בבנייה למגורים (ללא מע""מ), לפי פרקי הבנייה"
651445	מערכת ביוב וניקוז	true	2025-07-16	2026-04-27	"מדד מחירי תשומה בבנייה למגורים (ללא מע""מ), לפי פרקי הבנייה"
651460	מערכת מים	true	2004-02-16	2026-04-27	"מדד מחירי תשומה בבנייה למגורים (ללא מע""מ), לפי פרקי הבנייה"
651550	שונות	true	2025-07-16	2026-04-27	"מדד מחירי תשומה בבנייה למגורים (ללא מע""מ), לפי פרקי הבנייה"
651560	איטום	true	2025-07-16	2026-04-27	"מדד מחירי תשומה בבנייה למגורים (ללא מע""מ), לפי פרקי הבנייה"
651570	חומרים ומוצרים שונים	true	1992-01-16	2026-04-27	"מדד מחירי תשומה בבנייה למגורים (ללא מע""מ), לפי פרקי הבנייה"
651580	שכירת ציוד	true	2011-08-16	2026-04-27	"מדד מחירי תשומה בבנייה למגורים (ללא מע""מ), לפי פרקי הבנייה"
651585	שכר עבודה	true	2025-07-16	2026-04-27	"מדד מחירי תשומה בבנייה למגורים (ללא מע""מ), לפי פרקי הבנייה"
655020	פועלים	true	1992-01-16	2026-04-27	"מדד מחירי תשומה בבנייה למגורים (ללא מע""מ), לפי פרקי הבנייה"
655025	חשמל	true	2025-07-16	2026-04-27	"מדד מחירי תשומה בבנייה למגורים (ללא מע""מ), לפי פרקי הבנייה"
661010	חומרים ומוצרים - סך כולל	true	1992-01-16	2026-04-27	"מדד מחירי תשומה בבנייה למגורים (ללא מע""מ), לפי פרקי הבנייה"
661330	צנרת חשמל	true	1992-01-16	2026-04-27	"מדד מחירי תשומה בבנייה למגורים (ללא מע""מ), לפי פרקי הבנייה"
661350	אביזרים ומוליכים לאינסטלצית חשמל	true	2004-02-16	2026-04-27	"מדד מחירי תשומה בבנייה למגורים (ללא מע""מ), לפי פרקי הבנייה"
661360	ארונות ולוחות חשמל	true	2004-02-16	2026-04-27	"מדד מחירי תשומה בבנייה למגורים (ללא מע""מ), לפי פרקי הבנייה"
661370	מערכות תקשורת וכריזה	true	2004-02-16	2026-04-27	"מדד מחירי תשומה בבנייה למגורים (ללא מע""מ), לפי פרקי הבנייה"
661371	מערכת גילוי אש	true	2025-07-16	2026-04-27	"מדד מחירי תשומה בבנייה למגורים (ללא מע""מ), לפי פרקי הבנייה"
661372	מערכות מיזוג אוויר	true	2025-07-16	2026-04-27	"מדד מחירי תשומה בבנייה למגורים (ללא מע""מ), לפי פרקי הבנייה"
